measurement_id,sequence_id,label_id,label,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
0,0,3,circular,153.2987,6.3138103,11.768199,-0.34619766,0.34233648,0.52813405
0,1,3,circular,147.74896,2.8565512,21.61333,-0.10046532,0.34849367,0.5295849
0,2,3,circular,152.32077,2.9699059,19.770805,-0.14230603,0.3870623,0.5314663
0,3,3,circular,148.65303,5.1422205,22.297918,-0.13296236,0.388269,0.5397735
0,4,3,circular,151.09492,4.2121463,22.171011,-0.1884245,0.39846805,0.53994703
0,5,3,circular,147.41014,5.395618,23.673357,-0.15918209,0.43202004,0.5404867
0,6,3,circular,148.6876,3.9096925,24.585987,-0.1641325,0.4454604,0.5362008
0,7,3,circular,144.98256,5.8480616,26.72398,-0.14406313,0.46706975,0.5168632
0,8,3,circular,145.9866,4.891545,28.858196,-0.13329907,0.48964462,0.50994486
0,9,3,circular,142.3119,7.459125,31.924866,-0.12777291,0.49166822,0.5362693
0,10,3,circular,143.15828,6.539307,34.46964,-0.1370964,0.4964405,0.5714367
0,11,3,circular,138.71019,9.576999,37.293243,-0.16182627,0.49849498,0.59649426
0,12,3,circular,140.07198,9.558997,40.025093,-0.22800949,0.45589334,0.6206609
0,13,3,circular,135.57661,13.355727,42.755505,-0.2780505,0.427676,0.6388485
0,14,3,circular,138.75548,14.286575,45.992256,-0.3169979,0.4332804,0.6686924
0,15,3,circular,134.27863,18.648378,50.217182,-0.4038409,0.40851483,0.6639742
0,16,3,circular,140.36833,18.269417,54.29567,-0.4855229,0.3958031,0.6384206
0,17,3,circular,134.1764,20.407831,58.19498,-0.6049314,0.41327623,0.6172004
0,18,3,circular,144.74388,17.811968,62.697727,-0.7605891,0.32133314,0.6514751
0,19,3,circular,136.62614,16.518572,66.79993,-0.83342505,0.2677318,0.7287408
0,20,3,circular,156.18277,11.491023,70.92865,-0.8610937,0.27457282,0.8044017
0,21,3,circular,138.64828,8.113623,75.50938,-0.8525142,0.23968013,0.8637411
0,22,3,circular,191.09067,2.764171,80.97359,-0.73247015,0.27765116,0.9185087
0,23,3,circular,54.316017,-10.151518,87.30873,-0.5690647,0.3227888,0.97164655
0,24,3,circular,-196.67064,-160.8806,93.95877,-0.4052864,0.3290682,1.0365561
0,25,3,circular,-128.32808,-167.75925,100.06084,-0.28349903,0.2963073,1.084932
0,26,3,circular,-144.68298,-162.5002,106.195564,-0.14721006,0.25091466,1.1326731
0,27,3,circular,-106.04562,-159.5815,112.651596,-0.026842706,0.18470222,1.1785519
0,28,3,circular,-114.14661,-158.28824,118.70775,0.050057422,0.12887469,1.2223371
0,29,3,circular,-86.0432,-157.03725,124.583275,0.16952273,0.055336352,1.2605793
0,30,3,circular,-97.12714,-155.99422,130.46825,0.33127043,-0.088008724,1.2954836
0,31,3,circular,-81.19381,-149.88486,135.57188,0.4078088,-0.20861258,1.3092556
0,32,3,circular,-93.10683,-145.271,139.53807,0.49999338,-0.24634366,1.3111644
0,33,3,circular,-79.21662,-138.40363,142.5535,0.5397704,-0.18629676,1.2996233
0,34,3,circular,-91.20694,-133.17093,143.67294,0.59953016,-0.1516835,1.272101
0,35,3,circular,-80.00619,-124.29894,144.80116,0.6129517,-0.08483143,1.2320585
0,36,3,circular,-94.15415,-115.93878,140.8548,0.58554536,0.008993213,1.1717335
0,37,3,circular,-86.961975,-106.2504,132.09407,0.4661011,0.117949404,1.0919968
0,38,3,circular,-103.643745,-91.259056,87.735794,0.3550463,0.21477754,0.9978275
0,39,3,circular,-97.05233,-78.31112,18.717808,0.22204086,0.3685866,0.92418855
0,40,3,circular,-111.42691,-77.70717,-6.1054363,0.30110213,0.6258015,0.8802072
0,41,3,circular,-105.982414,-67.665695,-18.137367,0.37307176,0.75459117,0.82555205
0,42,3,circular,-124.14961,-62.3228,-23.484697,0.4421106,0.8948475,0.7804856
0,43,3,circular,-120.4775,-50.455097,-26.30268,0.5495792,1.0483721,0.7218842
0,44,3,circular,-140.97899,-42.592354,-24.205275,0.5027211,1.1171778,0.6620058
0,45,3,circular,-135.15514,-31.85364,-24.35241,0.3813899,1.155537,0.61539054
0,46,3,circular,-153.85942,-25.359007,-21.553886,0.25221714,1.1607549,0.57565707
0,47,3,circular,-144.58241,-15.001148,-19.94399,-0.08485149,1.1573789,0.5488766
0,48,3,circular,-165.91365,-12.261212,-17.955816,-0.3714462,1.1489834,0.53329337
0,49,3,circular,-152.29483,-5.99758,-19.099787,-0.52234745,1.1583002,0.5305662
0,50,3,circular,-178.8629,-2.6380525,-17.487165,-0.58326215,1.152663,0.5228783
0,51,3,circular,-154.97769,5.1887684,-17.177973,-0.73535424,1.1060152,0.51985013
0,52,3,circular,-203.45013,5.574824,-15.964791,-0.67572606,1.0860956,0.5192137
0,53,3,circular,80.044044,12.026593,-15.564731,-0.73162836,1.0387703,0.5238837
0,54,3,circular,195.86761,12.959152,-13.511447,-0.85412514,0.96601576,0.5298252
0,55,3,circular,153.76901,18.229591,-13.853431,-0.98127496,0.80829144,0.5343193
0,56,3,circular,167.51106,18.301914,-11.399972,-1.0816249,0.56576395,0.51955414
0,57,3,circular,152.03334,19.533092,-12.2997,-1.0678198,0.5055415,0.5100366
0,58,3,circular,158.98299,14.954991,-8.866403,-0.8603818,0.48221138,0.52268934
0,59,3,circular,150.7361,19.021551,-9.711353,-0.86120796,0.40908012,0.51763415
2,0,3,circular,165.94228,6.887537,12.691912,-0.31262106,0.4961895,0.63087136
2,1,3,circular,159.84007,3.2060955,23.328024,0.018515317,0.52733475,0.64842594
2,2,3,circular,164.85806,3.3464804,21.356644,-0.084463984,0.4858843,0.68225443
2,3,3,circular,160.89743,5.603231,24.09935,0.014963723,0.47483054,0.5731186
2,4,3,circular,163.52293,4.630534,23.970871,-0.1235303,0.48686296,0.7176315
2,5,3,circular,159.57263,5.9027634,25.611233,-0.089209914,0.5086273,0.62567854
2,6,3,circular,160.93143,4.3343263,26.581131,-0.054138377,0.58828557,0.6401252
2,7,3,circular,156.88927,6.4452887,28.943394,-0.071310684,0.54870665,0.6392632
2,8,3,circular,157.981,5.3599305,31.238773,-0.053065114,0.62228,0.6894812
2,9,3,circular,154.03479,8.193207,34.519165,-0.05163276,0.549613,0.60983205
2,10,3,circular,154.87798,7.166374,37.329575,-0.055996835,0.58004725,0.65906477
2,11,3,circular,150.17946,10.385932,40.358562,-0.12503195,0.64152986,0.72025937
